time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene
24_04_2021 04h46min33seg,1144,-1,3505,381,26,600,400,0,0,3005,0,643,0,100,0
24_04_2021 04h46min53seg,1145,-1,2420,518,593,600,650,0,0,2420,0,0,0,400,0
24_04_2021 04h47min13seg,1146,-1,4100,444,35,600,500,0,0,3600,0,699,0,100,0
24_04_2021 04h47min33seg,1147,-1,3360,396,103,600,500,0,0,3010,0,559,0,200,0
24_04_2021 04h47min51seg,1148,-1,3470,377,129,600,500,0,0,2920,0,699,0,100,0
24_04_2021 04h48min08seg,1149,-1,3150,313,15,600,400,0,0,2500,0,671,0,0,0
24_04_2021 04h48min25seg,1150,-1,3260,324,34,600,400,0,0,2610,0,699,0,0,0
24_04_2021 04h48min44seg,1151,-1,3735,381,30,600,400,0,0,3085,0,699,0,0,0
24_04_2021 04h49min02seg,1152,-1,3655,379,21,600,400,0,0,3055,0,671,0,0,0
24_04_2021 04h49min19seg,1153,-1,3185,316,18,600,400,0,0,2535,0,727,0,0,0
24_04_2021 04h49min37seg,1154,-1,3455,349,22,600,400,0,0,2805,0,671,0,0,0
24_04_2021 04h49min55seg,1155,-1,2940,333,8,600,400,0,0,2640,0,475,0,100,0
24_04_2021 04h50min13seg,1156,-1,2870,316,540,600,500,0,0,2320,0,0,0,100,0
24_04_2021 04h50min31seg,1157,-1,2160,350,247,600,500,0,0,2460,0,307,0,600,0
24_04_2021 04h50min48seg,1158,-1,2900,349,229,600,500,0,0,2550,0,503,0,100,0
24_04_2021 04h51min06seg,1159,-1,3410,345,27,600,400,0,0,2760,0,643,0,0,0
24_04_2021 04h51min24seg,1160,-1,3635,371,6,600,400,0,0,2985,0,727,0,0,0
24_04_2021 04h51min40seg,1161,-1,3280,326,6,600,400,0,0,2630,0,643,0,0,0
24_04_2021 04h52min01seg,1162,-1,3205,428,201,600,500,0,0,3105,0,279,0,100,0
24_04_2021 04h52min19seg,1163,-1,3535,361,22,600,400,0,0,2885,0,699,0,0,0
24_04_2021 04h52min37seg,1164,-1,3295,351,122,600,500,0,0,2745,0,699,0,100,0
24_04_2021 04h52min54seg,1165,-1,3255,323,4,600,400,0,0,2605,0,727,0,0,0
24_04_2021 04h53min11seg,1166,-1,3410,343,21,600,400,0,0,2760,0,699,0,0,0
24_04_2021 04h53min28seg,1167,-1,3205,317,12,600,400,0,0,2555,0,699,0,0,0
24_04_2021 04h53min47seg,1168,-1,2430,397,52,600,500,0,0,2780,0,0,0,400,0
24_04_2021 04h54min10seg,1169,-1,1965,522,694,1050,800,100,0,2765,0,0,0,850,0
24_04_2021 04h54min28seg,1170,-1,3525,356,0,600,400,0,0,2875,0,699,0,0,0
24_04_2021 04h54min48seg,1171,-1,3640,389,2,600,400,0,0,3090,0,559,0,0,0
24_04_2021 04h55min06seg,1172,-1,3330,332,2,600,400,0,0,2680,0,699,0,0,0
24_04_2021 04h55min25seg,1173,-1,4020,417,33,600,400,0,0,3370,0,671,0,0,0
24_04_2021 04h55min44seg,1174,-1,3730,384,1,600,400,0,0,3080,0,671,0,0,0
24_04_2021 04h56min02seg,1175,-1,3275,348,31,600,400,0,0,2725,0,615,0,0,0
24_04_2021 04h56min18seg,1176,-1,3100,305,7,600,400,0,0,2450,0,671,0,0,0
24_04_2021 04h56min34seg,1177,-1,2445,301,61,600,500,0,0,2295,0,559,0,300,0
24_04_2021 04h56min56seg,1178,-1,3815,438,326,600,500,0,0,3515,0,0,0,100,0
24_04_2021 04h57min13seg,1179,-1,3255,335,8,600,400,0,0,2655,0,643,0,0,0
24_04_2021 04h57min31seg,1180,-1,3420,345,27,600,400,0,0,2770,0,643,0,0,0
24_04_2021 04h57min48seg,1181,-1,3210,347,1,600,400,0,0,2660,0,587,0,0,0
24_04_2021 04h58min06seg,1182,-1,2885,349,173,600,500,0,0,2635,0,559,0,300,0
24_04_2021 04h58min23seg,1183,-1,3255,335,5,600,400,0,0,2655,0,643,0,0,0
24_04_2021 04h58min41seg,1184,-1,3380,339,27,600,400,0,0,2730,0,699,0,0,0
24_04_2021 04h59min02seg,1185,-1,4145,462,118,600,500,0,0,3645,0,699,0,100,0
24_04_2021 04h59min20seg,1186,-1,3255,322,14,600,400,0,0,2605,0,699,0,0,0
24_04_2021 04h59min37seg,1187,-1,3380,340,16,600,400,0,0,2730,0,699,0,0,0
24_04_2021 04h59min56seg,1188,-1,3220,351,34,600,500,0,0,2720,0,643,0,100,0
24_04_2021 05h00min16seg,1189,-1,3535,402,241,600,500,0,0,3035,0,615,0,100,0
24_04_2021 05h00min35seg,1190,-1,1745,417,217,600,500,0,0,2695,0,0,0,1000,0
24_04_2021 05h00min55seg,1191,-1,3695,391,57,600,500,0,0,3145,0,699,0,100,0
24_04_2021 05h01min14seg,1192,-1,4030,418,22,600,400,0,0,3380,0,699,0,0,0
24_04_2021 05h01min31seg,1193,-1,3245,323,10,600,400,0,0,2595,0,699,0,0,0
24_04_2021 05h01min50seg,1194,-1,3790,389,0,600,400,0,0,3140,0,671,0,0,0
24_04_2021 05h02min09seg,1195,-1,3725,383,10,600,400,0,0,3075,0,671,0,0,0
24_04_2021 05h02min27seg,1196,-1,3545,360,35,600,400,0,0,2895,0,699,0,0,0
24_04_2021 05h02min45seg,1197,-1,3690,376,16,600,400,0,0,3040,0,671,0,0,0
24_04_2021 05h03min51seg,1198,0,10335,2590,5149,2250,800,3750,0,10485,0,279,0,2050,0
24_04_2021 05h04min09seg,1199,-1,2485,354,215,600,500,0,0,2435,0,167,0,100,0
24_04_2021 05h04min31seg,1200,-1,4535,480,34,600,400,0,0,3885,0,727,0,0,0
24_04_2021 05h04min50seg,1201,-1,3605,369,32,600,400,0,0,2955,0,643,0,0,0
24_04_2021 05h05min08seg,1202,-1,3205,332,7,600,400,0,0,2605,0,615,0,0,0
24_04_2021 05h05min26seg,1203,-1,3690,377,8,600,400,0,0,3040,0,699,0,0,0
24_04_2021 05h05min43seg,1204,-1,3320,333,26,600,400,0,0,2670,0,699,0,0,0
24_04_2021 05h06min00seg,1205,-1,3360,335,1,600,400,0,0,2710,0,699,0,0,0
24_04_2021 05h06min19seg,1206,-1,3605,369,31,600,400,0,0,2955,0,643,0,0,0
24_04_2021 05h06min36seg,1207,-1,3160,344,8,600,400,0,0,2610,0,587,0,0,0
24_04_2021 05h06min54seg,1208,-1,3495,353,1,600,400,0,0,2845,0,699,0,0,0
24_04_2021 05h07min13seg,1209,-1,3810,390,25,600,400,0,0,3160,0,699,0,0,0
24_04_2021 05h07min30seg,1210,-1,3280,327,24,600,400,0,0,2630,0,699,0,0,0
24_04_2021 05h07min49seg,1211,-1,3820,395,9,600,400,0,0,3170,0,671,0,0,0
24_04_2021 05h08min04seg,1212,-1,2830,279,32,600,400,0,0,2230,0,699,0,0,0
24_04_2021 05h08min23seg,1213,-1,2220,401,0,600,400,0,0,2770,0,0,0,600,0
24_04_2021 05h08min43seg,1214,-1,2385,372,254,600,500,0,0,2585,0,279,0,500,0
24_04_2021 05h09min01seg,1215,-1,3140,371,301,600,500,0,0,2740,0,475,0,200,0
24_04_2021 05h09min19seg,1216,-1,2955,335,168,600,500,0,0,2455,0,615,0,100,0
24_04_2021 05h09min38seg,1217,-1,3615,370,23,600,400,0,0,2965,0,671,0,0,0
24_04_2021 05h09min58seg,1218,-1,2810,405,6,600,500,0,0,3010,0,223,0,400,0
24_04_2021 05h10min15seg,1219,-1,3185,329,0,600,500,0,0,2635,0,727,0,100,0
24_04_2021 05h10min32seg,1220,-1,3135,322,12,600,400,0,0,2535,0,643,0,0,0
24_04_2021 05h10min51seg,1221,-1,3800,392,8,600,400,0,0,3150,0,699,0,0,0
24_04_2021 05h11min08seg,1222,-1,3385,338,3,600,400,0,0,2735,0,671,0,0,0
24_04_2021 05h11min26seg,1223,-1,3445,349,16,600,400,0,0,2795,0,699,0,0,0
24_04_2021 05h11min42seg,1224,-1,3135,311,9,600,400,0,0,2485,0,671,0,0,0
24_04_2021 05h12min02seg,1225,-1,3415,394,209,600,500,0,0,2965,0,503,0,100,0
24_04_2021 05h12min20seg,1226,-1,2420,363,228,600,500,0,0,2520,0,475,0,550,0
24_04_2021 05h12min38seg,1227,-1,3710,379,18,600,400,0,0,3060,0,699,0,0,0
24_04_2021 05h12min56seg,1228,-1,3550,358,13,600,400,0,0,2900,0,699,0,0,0
24_04_2021 05h13min13seg,1229,-1,3595,365,2,600,400,0,0,2945,0,671,0,0,0
24_04_2021 05h13min31seg,1230,-1,3635,371,3,600,400,0,0,2985,0,727,0,0,0
24_04_2021 05h13min50seg,1231,-1,3555,368,9,600,400,0,0,2955,0,615,0,0,0
24_04_2021 05h14min09seg,1232,-1,2775,399,315,600,500,0,0,2775,0,419,0,400,0
24_04_2021 05h14min27seg,1233,-1,2575,350,226,600,500,0,0,2375,0,307,0,100,0
24_04_2021 05h14min47seg,1234,-1,2815,343,380,600,500,0,0,2615,0,0,0,100,0
24_04_2021 05h15min07seg,1235,-1,3630,385,17,600,400,0,0,3080,0,615,0,0,0
24_04_2021 05h15min26seg,1236,-1,3675,377,6,600,400,0,0,3025,0,671,0,0,0
24_04_2021 05h15min44seg,1237,-1,3060,348,22,600,400,0,0,2760,0,503,0,100,0
24_04_2021 05h16min04seg,1238,-1,4155,436,15,600,400,0,0,3505,0,671,0,0,0
24_04_2021 05h16min24seg,1239,-1,3700,426,305,600,500,0,0,3200,0,587,0,100,0
24_04_2021 05h16min43seg,1240,-1,3765,387,28,600,400,0,0,3115,0,699,0,0,0
24_04_2021 05h16min59seg,1241,-1,3045,314,0,600,400,0,0,2495,0,559,0,0,0
24_04_2021 05h17min16seg,1242,-1,3235,344,9,600,400,0,0,2685,0,587,0,0,0
24_04_2021 05h17min36seg,1243,-1,1875,391,54,600,500,0,0,2525,0,0,0,700,0
24_04_2021 05h17min55seg,1244,-1,2610,351,261,600,500,0,0,2560,0,391,0,400,0
24_04_2021 05h18min12seg,1245,-1,3155,357,296,600,500,0,0,2655,0,671,0,100,0
24_04_2021 05h18min29seg,1246,-1,3040,296,8,600,400,0,0,2390,0,727,0,0,0
24_04_2021 05h18min46seg,1247,-1,3310,329,3,600,400,0,0,2660,0,699,0,0,0
24_04_2021 05h19min03seg,1248,-1,3320,332,3,600,400,0,0,2670,0,699,0,0,0
24_04_2021 05h19min21seg,1249,-1,3805,390,31,600,400,0,0,3155,0,699,0,0,0
24_04_2021 05h19min39seg,1250,-1,3400,342,25,600,400,0,0,2750,0,699,0,0,0
24_04_2021 05h19min59seg,1251,-1,3880,418,17,600,400,0,0,3330,0,587,0,0,0
24_04_2021 05h20min17seg,1252,-1,3270,344,7,600,400,0,0,2720,0,587,0,0,0
24_04_2021 05h20min35seg,1253,-1,3760,384,33,600,400,0,0,3110,0,699,0,0,0
24_04_2021 05h20min54seg,1254,-1,3440,355,19,600,400,0,0,2840,0,587,0,0,0
24_04_2021 05h21min13seg,1255,-1,3825,396,32,600,400,0,0,3175,0,643,0,0,0
24_04_2021 05h21min30seg,1256,-1,3630,369,27,600,400,0,0,2980,0,699,0,0,0
24_04_2021 05h21min51seg,1257,-1,3235,424,330,600,500,0,0,2885,0,447,0,100,0
24_04_2021 05h22min09seg,1258,-1,3590,365,10,600,400,0,0,2940,0,671,0,0,0
24_04_2021 05h22min26seg,1259,-1,3510,357,34,600,400,0,0,2860,0,727,0,0,0
24_04_2021 05h22min45seg,1260,-1,3760,385,15,600,400,0,0,3110,0,671,0,0,0
24_04_2021 05h23min02seg,1261,-1,3480,350,8,600,400,0,0,2830,0,727,0,0,0
24_04_2021 05h23min20seg,1262,-1,3540,358,23,600,400,0,0,2890,0,699,0,0,0
24_04_2021 05h23min38seg,1263,-1,3605,367,21,600,400,0,0,2955,0,727,0,0,0
24_04_2021 05h23min57seg,1264,-1,2620,357,188,600,500,0,0,2620,0,531,0,400,0
24_04_2021 05h24min14seg,1265,-1,2985,330,198,600,500,0,0,2485,0,643,0,100,0
24_04_2021 05h24min32seg,1266,-1,2365,339,183,600,500,0,0,2365,0,391,0,400,0
24_04_2021 05h24min53seg,1267,-1,4240,445,18,600,400,0,0,3590,0,699,0,0,0
24_04_2021 05h25min10seg,1268,-1,3440,346,18,600,400,0,0,2790,0,699,0,0,0
24_04_2021 05h25min27seg,1269,-1,3145,309,30,600,400,0,0,2495,0,755,0,0,0
24_04_2021 05h25min45seg,1270,-1,3275,349,17,600,400,0,0,2725,0,587,0,0,0
24_04_2021 05h26min02seg,1271,-1,3165,321,29,600,400,0,0,2565,0,615,0,0,0
24_04_2021 05h26min20seg,1272,-1,3635,372,34,600,400,0,0,2985,0,699,0,0,0
24_04_2021 05h26min37seg,1273,-1,3265,328,21,600,400,0,0,2615,0,643,0,0,0
24_04_2021 05h26min56seg,1274,-1,3975,410,1,600,400,0,0,3325,0,699,0,0,0
24_04_2021 05h27min14seg,1275,-1,3580,363,29,600,400,0,0,2930,0,699,0,0,0
24_04_2021 05h27min33seg,1276,-1,3880,400,18,600,400,0,0,3230,0,643,0,0,0
24_04_2021 05h27min50seg,1277,-1,3280,328,15,600,400,0,0,2630,0,643,0,0,0
24_04_2021 05h28min10seg,1278,-1,3515,396,129,600,500,0,0,3015,0,643,0,100,0
24_04_2021 05h28min28seg,1279,-1,3725,382,22,600,400,0,0,3075,0,671,0,0,0
24_04_2021 05h28min47seg,1280,-1,3755,385,12,600,400,0,0,3105,0,671,0,0,0
24_04_2021 05h29min04seg,1281,-1,3330,336,34,600,400,0,0,2680,0,699,0,0,0
24_04_2021 05h29min21seg,1282,-1,3415,344,9,600,400,0,0,2765,0,699,0,0,0
24_04_2021 05h29min40seg,1283,-1,3080,380,198,600,500,0,0,2880,0,559,0,300,0
24_04_2021 05h29min57seg,1284,-1,2615,331,195,600,500,0,0,2365,0,363,0,100,0
24_04_2021 05h30min13seg,1285,-1,3025,296,1,600,400,0,0,2375,0,671,0,0,0
24_04_2021 05h30min30seg,1286,-1,3350,335,8,600,400,0,0,2700,0,671,0,0,0
24_04_2021 05h30min50seg,1287,-1,2965,416,292,600,500,0,0,3015,0,279,0,300,0
24_04_2021 05h31min10seg,1288,-1,3650,396,96,600,500,0,0,3100,0,671,0,100,0
24_04_2021 05h31min27seg,1289,-1,3130,338,6,600,400,0,0,2680,0,503,0,0,0
24_04_2021 05h31min44seg,1290,-1,3265,325,15,600,400,0,0,2615,0,671,0,0,0
24_04_2021 05h32min01seg,1291,-1,3280,328,23,600,400,0,0,2630,0,699,0,0,0
24_04_2021 05h32min21seg,1292,-1,4025,420,30,600,400,0,0,3375,0,671,0,0,0
24_04_2021 05h32min38seg,1293,-1,3395,341,8,600,400,0,0,2745,0,699,0,0,0
24_04_2021 05h32min56seg,1294,-1,2765,366,128,600,500,0,0,2765,0,447,0,400,0
24_04_2021 05h33min13seg,1295,-1,3335,335,9,600,400,0,0,2685,0,699,0,0,0
24_04_2021 05h33min32seg,1296,-1,3985,411,24,600,400,0,0,3335,0,699,0,0,0
24_04_2021 05h33min49seg,1297,-1,3205,340,19,600,400,0,0,2655,0,559,0,0,0
24_04_2021 05h34min09seg,1298,-1,2445,418,261,600,500,0,0,2895,0,167,0,600,0
24_04_2021 05h34min29seg,1299,-1,2385,393,244,600,500,0,0,2685,0,111,0,400,0
24_04_2021 05h34min52seg,1300,-1,2100,710,699,600,800,0,0,2350,0,0,0,400,0
24_04_2021 05h35min12seg,1301,-1,3985,413,2,600,400,0,0,3335,0,671,0,0,0
24_04_2021 05h35min31seg,1302,-1,3750,386,11,600,400,0,0,3100,0,699,0,0,0
24_04_2021 05h35min49seg,1303,-1,3265,327,27,600,400,0,0,2615,0,643,0,0,0
24_04_2021 05h36min06seg,1304,-1,3215,323,3,600,400,0,0,2615,0,727,0,0,0
24_04_2021 05h36min24seg,1305,-1,3670,376,15,600,400,0,0,3020,0,643,0,0,0
24_04_2021 05h36min42seg,1306,-1,3755,387,0,600,400,0,0,3105,0,643,0,0,0
24_04_2021 05h37min01seg,1307,-1,3845,408,31,600,400,0,0,3295,0,643,0,0,0
24_04_2021 05h37min20seg,1308,-1,3670,376,13,600,400,0,0,3020,0,699,0,0,0
24_04_2021 05h37min37seg,1309,-1,3215,320,7,600,400,0,0,2565,0,699,0,0,0
24_04_2021 05h37min55seg,1310,-1,3470,357,32,600,400,0,0,2870,0,671,0,0,0
24_04_2021 05h38min16seg,1311,-1,2865,443,2,600,400,0,0,3265,0,167,0,600,0
24_04_2021 05h38min36seg,1312,-1,2660,809,433,600,800,0,0,2510,0,615,0,400,0
24_04_2021 05h38min53seg,1313,-1,3305,336,27,600,400,0,0,2705,0,699,0,0,0
24_04_2021 05h39min10seg,1314,-1,3410,344,4,600,400,0,0,2760,0,699,0,0,0
24_04_2021 05h39min30seg,1315,-1,3885,423,20,600,400,0,0,3335,0,559,0,0,0
24_04_2021 05h39min49seg,1316,-1,3190,371,169,600,500,0,0,2790,0,307,0,100,0
24_04_2021 05h40min08seg,1317,-1,1995,371,0,600,400,0,0,2545,0,0,0,600,0
24_04_2021 05h40min26seg,1318,-1,2045,339,211,600,500,0,0,2195,0,27,0,200,0
24_04_2021 05h40min49seg,1319,-1,1860,976,165,600,800,0,0,3110,0,0,0,1300,0
24_04_2021 05h41min08seg,1320,-1,3095,388,14,600,500,0,0,2945,0,307,0,100,0
24_04_2021 05h41min28seg,1321,-1,2055,396,268,600,500,0,0,2705,0,139,0,800,0
24_04_2021 05h41min45seg,1322,-1,2805,310,255,600,500,0,0,2305,0,643,0,100,0
24_04_2021 05h42min04seg,1323,-1,3790,397,12,600,400,0,0,3190,0,671,0,0,0
24_04_2021 05h42min22seg,1324,-1,3435,347,9,600,400,0,0,2785,0,671,0,0,0
24_04_2021 05h42min40seg,1325,-1,3460,350,3,600,400,0,0,2810,0,699,0,0,0
24_04_2021 05h42min59seg,1326,-1,3915,407,11,600,400,0,0,3265,0,615,0,0,0
24_04_2021 05h43min19seg,1327,-1,3610,421,229,600,500,0,0,3110,0,643,0,100,0
24_04_2021 05h43min43seg,1328,-1,2125,654,993,800,800,0,0,2775,0,55,0,750,0
24_04_2021 05h44min00seg,1329,-1,3360,345,29,600,400,0,0,2760,0,615,0,0,0
24_04_2021 05h44min20seg,1330,-1,4055,420,30,600,400,0,0,3405,0,671,0,0,0
24_04_2021 05h44min41seg,1331,-1,4495,477,35,600,400,0,0,3845,0,699,0,0,0
24_04_2021 05h44min59seg,1332,-1,3380,339,28,600,400,0,0,2730,0,699,0,0,0
24_04_2021 05h45min17seg,1333,-1,2435,367,5,600,400,0,0,2685,0,279,0,500,0
24_04_2021 05h45min36seg,1334,-1,3275,377,270,600,500,0,0,2775,0,615,0,100,0
24_04_2021 05h45min55seg,1335,-1,3800,392,6,600,400,0,0,3150,0,699,0,0,0
24_04_2021 05h46min13seg,1336,-1,3635,371,6,600,400,0,0,2985,0,727,0,0,0
24_04_2021 05h46min32seg,1337,-1,3315,379,286,600,500,0,0,2815,0,643,0,100,0
24_04_2021 05h46min47seg,1338,-1,2830,272,2,600,400,0,0,2180,0,671,0,0,0
24_04_2021 05h47min05seg,1339,-1,1790,353,87,600,500,0,0,2440,0,139,0,800,0
24_04_2021 05h47min24seg,1340,-1,2185,373,249,600,500,0,0,2585,0,195,0,600,0
24_04_2021 05h47min45seg,1341,-1,3100,403,520,600,500,0,0,3150,0,0,0,100,0
24_04_2021 05h48min02seg,1342,-1,3225,322,15,600,400,0,0,2575,0,671,0,0,0
24_04_2021 05h48min21seg,1343,-1,3990,412,18,600,400,0,0,3340,0,671,0,0,0
24_04_2021 05h48min39seg,1344,-1,3560,361,15,600,400,0,0,2910,0,671,0,0,0
24_04_2021 05h48min59seg,1345,-1,3980,412,14,600,400,0,0,3330,0,699,0,0,0
24_04_2021 05h49min17seg,1346,-1,3410,343,19,600,400,0,0,2760,0,727,0,0,0
24_04_2021 05h49min36seg,1347,-1,3915,413,10,600,400,0,0,3315,0,699,0,0,0
24_04_2021 05h49min54seg,1348,-1,3665,373,17,600,400,0,0,3015,0,755,0,0,0
24_04_2021 05h50min14seg,1349,-1,3895,402,25,600,400,0,0,3245,0,671,0,0,0
24_04_2021 05h50min33seg,1350,-1,3545,404,5,600,400,0,0,3045,0,475,0,0,0
24_04_2021 05h50min49seg,1351,-1,3130,308,6,600,400,0,0,2480,0,699,0,0,0
24_04_2021 05h51min07seg,1352,-1,3530,366,32,600,400,0,0,2930,0,643,0,0,0
24_04_2021 05h51min25seg,1353,-1,3605,367,21,600,400,0,0,2955,0,699,0,0,0
24_04_2021 05h51min43seg,1354,-1,3480,353,3,600,400,0,0,2830,0,671,0,0,0
24_04_2021 05h51min59seg,1355,-1,3210,325,15,600,400,0,0,2610,0,643,0,0,0
24_04_2021 05h52min15seg,1356,-1,2960,288,33,600,400,0,0,2310,0,727,0,0,0
24_04_2021 05h52min34seg,1357,-1,2685,397,51,600,500,0,0,2935,0,307,0,500,0
24_04_2021 05h52min54seg,1358,-1,1935,386,284,600,500,0,0,2285,0,0,0,400,0
24_04_2021 05h53min12seg,1359,-1,3635,372,31,600,400,0,0,2985,0,699,0,0,0
24_04_2021 05h53min34seg,1360,-1,3605,434,610,600,500,0,0,3205,0,0,0,100,0
24_04_2021 05h53min52seg,1361,-1,2020,352,189,600,500,0,0,2170,0,0,0,200,0
24_04_2021 05h54min09seg,1362,-1,3445,348,30,600,400,0,0,2795,0,699,0,0,0
24_04_2021 05h54min28seg,1363,-1,3190,366,305,600,500,0,0,2690,0,615,0,100,0
24_04_2021 05h54min48seg,1364,-1,2065,371,251,600,500,0,0,2565,0,335,0,800,0
24_04_2021 05h55min05seg,1365,-1,2485,317,223,600,500,0,0,2185,0,419,0,100,0
24_04_2021 05h55min23seg,1366,-1,3520,356,9,600,400,0,0,2870,0,699,0,0,0
24_04_2021 05h55min40seg,1367,-1,3370,337,17,600,400,0,0,2720,0,699,0,0,0
24_04_2021 05h55min57seg,1368,-1,3220,322,19,600,400,0,0,2570,0,699,0,0,0
24_04_2021 05h56min15seg,1369,-1,3590,366,30,600,400,0,0,2940,0,699,0,0,0
24_04_2021 05h56min31seg,1370,-1,3225,321,33,600,400,0,0,2575,0,699,0,0,0
24_04_2021 05h56min48seg,1371,-1,3240,322,15,600,400,0,0,2590,0,671,0,0,0
24_04_2021 05h57min08seg,1372,-1,1695,459,199,600,650,0,0,2045,0,0,0,400,0
24_04_2021 05h57min26seg,1373,-1,3580,364,15,600,400,0,0,2930,0,671,0,0,0
24_04_2021 05h57min44seg,1374,-1,3695,377,9,600,400,0,0,3045,0,671,0,0,0
24_04_2021 05h58min01seg,1375,-1,3150,312,34,600,400,0,0,2500,0,699,0,0,0
24_04_2021 05h58min18seg,1376,-1,3380,341,2,600,400,0,0,2730,0,671,0,0,0
24_04_2021 05h58min34seg,1377,-1,3220,320,5,600,400,0,0,2570,0,671,0,0,0
24_04_2021 05h58min52seg,1378,-1,3550,360,28,600,400,0,0,2900,0,727,0,0,0
24_04_2021 05h59min09seg,1379,-1,3200,319,16,600,400,0,0,2550,0,699,0,0,0
24_04_2021 05h59min26seg,1380,-1,3510,355,23,600,400,0,0,2860,0,643,0,0,0
24_04_2021 05h59min44seg,1381,-1,3580,363,35,600,400,0,0,2930,0,699,0,0,0
24_04_2021 06h00min03seg,1382,-1,3815,394,21,600,400,0,0,3165,0,671,0,0,0
24_04_2021 06h00min23seg,1383,-1,2290,410,0,600,400,0,0,2890,0,83,0,700,0
24_04_2021 06h00min43seg,1384,-1,2140,739,1416,700,800,0,0,2090,0,0,0,500,0
24_04_2021 06h01min02seg,1385,-1,3785,389,9,600,400,0,0,3135,0,671,0,0,0
24_04_2021 06h01min20seg,1386,-1,3470,367,11,600,400,0,0,2920,0,587,0,0,0
24_04_2021 06h01min40seg,1387,-1,2795,373,311,600,500,0,0,2845,0,0,0,100,0
24_04_2021 06h01min58seg,1388,-1,3245,350,159,600,500,0,0,2695,0,755,0,100,0
24_04_2021 06h02min21seg,1389,-1,1765,972,1706,600,800,0,0,1915,0,0,0,400,0
24_04_2021 06h02min45seg,1390,-1,2480,553,341,600,500,0,0,3530,0,0,0,1100,0
24_04_2021 06h03min04seg,1391,-1,3235,371,257,600,500,0,0,2735,0,643,0,100,0
24_04_2021 06h03min23seg,1392,-1,2240,323,294,600,500,0,0,2290,0,0,0,100,0
24_04_2021 06h03min39seg,1393,-1,3085,304,21,600,400,0,0,2435,0,671,0,0,0
24_04_2021 06h03min58seg,1394,-1,3580,395,6,600,400,0,0,3080,0,559,0,0,0
24_04_2021 06h04min17seg,1395,-1,3980,411,30,600,400,0,0,3330,0,755,0,0,0
24_04_2021 06h04min34seg,1396,-1,3235,321,34,600,400,0,0,2585,0,699,0,0,0
24_04_2021 06h04min52seg,1397,-1,3325,341,7,600,400,0,0,2725,0,643,0,0,0
24_04_2021 06h05min11seg,1398,-1,3690,378,30,600,400,0,0,3040,0,727,0,0,0
24_04_2021 06h05min28seg,1399,-1,3170,328,10,600,400,0,0,2620,0,559,0,0,0
24_04_2021 06h05min44seg,1400,-1,3290,330,28,600,400,0,0,2640,0,699,0,0,0
24_04_2021 06h06min03seg,1401,-1,3360,346,19,600,400,0,0,2760,0,615,0,0,0
24_04_2021 06h06min25seg,1402,-1,2815,438,7,600,400,0,0,3215,0,195,0,600,0
24_04_2021 06h06min45seg,1403,-1,2185,417,545,600,650,0,0,2335,0,0,0,400,0
24_04_2021 06h07min02seg,1404,-1,2985,330,124,600,500,0,0,2485,0,671,0,100,0
24_04_2021 06h07min21seg,1405,-1,3295,377,111,600,500,0,0,2845,0,615,0,100,0
24_04_2021 06h07min39seg,1406,-1,3540,382,12,600,400,0,0,3040,0,615,0,100,0
24_04_2021 06h07min58seg,1407,-1,2325,368,218,600,500,0,0,2575,0,251,0,500,0
24_04_2021 06h08min19seg,1408,-1,2585,444,249,600,500,0,0,2635,0,0,0,100,0
24_04_2021 06h08min37seg,1409,-1,3145,309,26,600,400,0,0,2495,0,727,0,0,0
24_04_2021 06h08min55seg,1410,-1,2925,363,26,600,400,0,0,2825,0,559,0,400,0
24_04_2021 06h09min13seg,1411,-1,3425,365,38,600,500,0,0,2875,0,699,0,100,0
24_04_2021 06h09min31seg,1412,-1,3285,329,2,600,400,0,0,2635,0,727,0,0,0
24_04_2021 06h09min49seg,1413,-1,3630,387,0,600,400,0,0,3080,0,531,0,0,0
24_04_2021 06h10min05seg,1414,-1,3015,296,3,600,400,0,0,2365,0,727,0,0,0
24_04_2021 06h10min23seg,1415,-1,3360,337,16,600,400,0,0,2710,0,699,0,0,0
24_04_2021 06h10min42seg,1416,-1,3840,395,3,600,400,0,0,3190,0,671,0,0,0
24_04_2021 06h11min00seg,1417,-1,3480,367,15,600,400,0,0,2930,0,587,0,0,0
24_04_2021 06h11min17seg,1418,-1,3295,330,27,600,400,0,0,2645,0,699,0,0,0
24_04_2021 06h11min34seg,1419,-1,3270,325,12,600,400,0,0,2620,0,699,0,0,0
24_04_2021 06h11min52seg,1420,-1,3525,356,0,600,400,0,0,2875,0,727,0,0,0
24_04_2021 06h12min10seg,1421,-1,2230,363,32,600,500,0,0,2630,0,195,0,600,0
24_04_2021 06h12min27seg,1422,-1,3195,317,10,600,400,0,0,2545,0,727,0,0,0
24_04_2021 06h12min45seg,1423,-1,3215,352,14,600,400,0,0,2715,0,559,0,0,0
24_04_2021 06h13min01seg,1424,-1,3025,314,3,600,400,0,0,2475,0,587,0,0,0
24_04_2021 06h13min18seg,1425,-1,3085,309,22,600,400,0,0,2485,0,727,0,0,0
24_04_2021 06h13min35seg,1426,-1,3240,348,0,600,400,0,0,2740,0,615,0,100,0
