time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
27_04_2021 06h54min52seg,1596,-1,4889,460,167,750,475,0,0,4230,84,167,0,225,0,8400
27_04_2021 06h55min25seg,1597,-1,6145,566,705,750,775,0,0,5460,460,0,0,525,0,10500
27_04_2021 06h55min56seg,1598,-1,2170,1220,2246,600,1150,0,0,2970,0,0,0,1050,0,9860
27_04_2021 06h56min54seg,1599,-1,9656,1789,1382,1050,1225,0,0,9045,1136,0,0,1275,0,15500
27_04_2021 06h57min29seg,1600,-1,5569,614,1553,700,775,0,0,4990,304,0,0,475,0,10960
27_04_2021 06h58min08seg,1601,-1,6615,846,2372,1100,1150,0,0,6965,0,0,0,1250,0,11360
27_04_2021 06h58min37seg,1602,-1,5695,620,6,600,400,0,0,5045,0,671,0,0,0,9940
27_04_2021 06h59min05seg,1603,-1,5755,627,14,600,400,0,0,5105,0,671,0,0,0,10060
27_04_2021 06h59min37seg,1604,-1,5410,639,334,600,700,0,0,5060,0,0,0,300,0,10600
27_04_2021 07h00min06seg,1605,-1,4641,412,754,900,775,0,0,4450,116,0,0,675,0,9080
27_04_2021 07h00min30seg,1606,-1,4875,521,14,600,400,0,0,4225,0,727,0,0,0,8360
27_04_2021 07h01min03seg,1607,-1,5265,647,662,600,775,0,0,4930,60,0,0,375,0,10920
27_04_2021 07h01min27seg,1608,-1,4855,521,0,600,400,0,0,4205,0,727,0,0,0,8340
27_04_2021 07h02min00seg,1609,-1,5580,594,556,750,775,0,0,5235,120,0,0,525,0,10900
27_04_2021 07h02min32seg,1610,-1,5575,657,302,600,700,0,0,5225,0,0,0,300,0,10980
27_04_2021 07h03min01seg,1611,-1,5930,654,4,600,400,0,0,5280,0,671,0,0,0,10480
27_04_2021 07h03min30seg,1612,-1,3805,763,1111,600,850,0,0,3605,0,0,0,450,0,8940
27_04_2021 07h03min55seg,1613,-1,5155,469,7,750,400,0,0,4505,0,923,0,150,0,8340
27_04_2021 07h04min25seg,1614,-1,6370,595,4,750,400,0,0,5720,0,867,0,150,0,10340
27_04_2021 07h04min49seg,1615,-1,4695,499,6,600,400,0,0,4045,0,699,0,0,0,8000
27_04_2021 07h05min15seg,1616,-1,4185,506,702,600,700,0,0,3835,0,0,0,300,0,8740
27_04_2021 07h05min41seg,1617,-1,4672,491,126,600,475,0,0,3925,172,55,22,75,0,8300
27_04_2021 07h06min14seg,1618,-1,6570,590,325,750,700,0,0,6220,0,0,0,450,0,10640
27_04_2021 07h06min43seg,1619,-1,5985,655,5,600,400,0,0,5335,0,699,0,0,0,10500
27_04_2021 07h07min08seg,1620,-1,5585,446,17,750,400,0,0,4935,0,895,0,150,0,7980
27_04_2021 07h07min32seg,1621,-1,5250,443,5,750,400,0,0,4600,0,839,0,150,0,7920
27_04_2021 07h08min01seg,1622,-1,4457,473,653,750,775,0,0,4490,192,0,0,625,0,9400
27_04_2021 07h08min30seg,1623,-1,3475,548,784,750,850,0,0,4325,0,0,0,1200,0,9220
27_04_2021 07h09min02seg,1624,-1,6663,580,118,750,475,0,0,5880,208,335,22,225,0,10260
27_04_2021 07h09min35seg,1625,-1,6761,597,68,750,475,0,0,6010,176,475,22,225,0,10480
27_04_2021 07h10min06seg,1626,-1,5748,637,88,600,475,0,0,4845,328,279,22,75,0,10360
27_04_2021 07h10min35seg,1627,-1,4399,521,526,600,775,0,0,3780,344,0,0,375,0,9120
27_04_2021 07h11min00seg,1628,-1,4684,486,144,650,475,0,0,3925,184,139,22,125,0,8260
27_04_2021 07h11min28seg,1629,-1,4884,382,865,1000,775,0,0,4225,384,0,0,775,0,9020
27_04_2021 07h11min54seg,1630,-1,4730,514,93,600,475,0,0,3815,340,223,22,75,0,8380
27_04_2021 07h12min23seg,1631,-1,6005,660,6,600,400,0,0,5355,0,699,0,0,0,10580
27_04_2021 07h12min54seg,1632,-1,5809,642,86,600,475,0,0,4810,424,251,22,75,0,10420
27_04_2021 07h13min24seg,1633,-1,6790,575,3,750,400,0,0,6140,0,895,0,150,0,10020
27_04_2021 07h13min54seg,1634,-1,6810,582,2,750,400,0,0,6160,0,867,0,150,0,10140
27_04_2021 07h14min23seg,1635,-1,5855,643,1,600,400,0,0,5205,0,699,0,0,0,10300
27_04_2021 07h14min47seg,1636,-1,4790,513,1,600,400,0,0,4140,0,699,0,0,0,8220
27_04_2021 07h15min11seg,1637,-1,4780,510,8,600,400,0,0,4130,0,727,0,0,0,8180
27_04_2021 07h15min42seg,1638,-1,4880,627,630,600,700,0,0,4780,0,0,0,400,0,10540
27_04_2021 07h16min07seg,1639,-1,4645,510,188,600,475,0,0,4120,0,0,0,75,0,8540
27_04_2021 07h16min36seg,1640,-1,4988,461,642,750,775,0,0,4365,348,0,0,525,0,8960
27_04_2021 07h17min00seg,1641,-1,4725,518,11,600,400,0,0,4175,0,587,0,0,0,8320
27_04_2021 07h17min33seg,1642,-1,5134,585,577,750,775,0,0,4635,424,0,0,675,0,10900
27_04_2021 07h18min04seg,1643,-1,6865,581,3,750,400,0,0,6215,0,839,0,150,0,10120
27_04_2021 07h18min39seg,1644,-1,6833,548,712,900,775,0,0,5890,668,0,0,675,0,10920
27_04_2021 07h19min08seg,1645,-1,5820,651,2,600,400,0,0,5270,0,587,0,0,0,10420
27_04_2021 07h19min39seg,1646,-1,6185,594,10,750,400,0,0,5735,0,671,0,150,0,10340
27_04_2021 07h20min03seg,1647,-1,4660,499,11,600,400,0,0,4010,0,671,0,0,0,8000
27_04_2021 07h20min28seg,1648,-1,4720,495,148,650,475,0,0,3965,180,111,0,125,0,8440
27_04_2021 07h21min00seg,1649,-1,6646,588,111,750,475,0,0,5655,416,279,22,225,0,10380
27_04_2021 07h21min27seg,1650,-1,3883,490,866,600,775,0,0,3440,168,0,0,375,0,8580
27_04_2021 07h22min18seg,1651,-1,8706,884,90,750,475,0,0,8145,436,83,0,225,0,15200
27_04_2021 07h22min43seg,1652,-1,4815,515,3,600,400,0,0,4165,0,643,0,0,0,8260
27_04_2021 07h23min35seg,1653,-1,6490,1027,795,850,1150,200,0,6990,0,0,0,1000,0,15280
27_04_2021 07h24min09seg,1654,-1,5104,548,893,850,775,0,0,4905,424,0,0,725,0,10920
27_04_2021 07h24min34seg,1655,-1,5225,445,17,750,400,0,0,4575,0,839,0,150,0,7960
27_04_2021 07h25min00seg,1656,-1,5250,444,206,750,475,0,0,4615,160,0,0,325,0,8200
27_04_2021 07h25min29seg,1657,-1,4898,305,1241,1150,775,0,0,4395,228,0,0,925,0,8640
27_04_2021 07h25min54seg,1658,-1,4569,494,135,600,475,0,0,3670,324,139,0,75,0,8140
27_04_2021 07h26min22seg,1659,-1,4158,524,912,600,775,0,0,3795,88,0,0,375,0,9120
27_04_2021 07h26min55seg,1660,-1,1965,1147,1768,600,1225,0,0,3190,0,0,0,1275,0,10480
27_04_2021 07h27min25seg,1661,-1,3500,1264,1481,600,1050,0,0,3500,0,0,0,650,0,9400
27_04_2021 07h27min51seg,1662,-1,4100,494,619,600,600,0,0,3650,0,0,0,200,0,8240
27_04_2021 07h28min22seg,1663,-1,2325,886,1437,600,1150,0,0,3225,0,0,0,1050,0,9900
27_04_2021 07h28min56seg,1664,-1,3015,1320,2203,600,1150,0,0,3915,0,0,0,1200,0,11560
27_04_2021 07h29min28seg,1665,-1,2005,1397,2173,600,1150,0,0,2805,0,0,0,900,0,10060
27_04_2021 07h30min05seg,1666,-1,5678,862,1306,750,1025,0,0,5485,268,0,0,775,0,11400
27_04_2021 07h30min41seg,1667,-1,3477,833,1024,650,1300,0,0,3985,392,0,0,925,25,11700
27_04_2021 07h31min11seg,1668,-1,6425,569,10,750,400,0,0,5775,0,867,0,150,0,9940
27_04_2021 07h31min43seg,1669,-1,5750,580,234,750,475,0,0,5095,280,0,0,225,0,10460
27_04_2021 07h32min13seg,1670,-1,2220,1682,2893,600,1150,0,0,2470,0,0,0,750,0,9580
27_04_2021 07h32min46seg,1671,-1,5480,461,789,1100,700,0,0,5430,0,0,0,900,0,10600
27_04_2021 07h33min14seg,1672,-1,4675,455,873,750,700,0,0,4625,0,0,0,450,0,8700
27_04_2021 07h33min46seg,1673,-1,6284,602,192,750,475,0,0,5745,264,0,0,225,0,10820
27_04_2021 07h34min17seg,1674,-1,5706,634,98,600,475,0,0,4695,436,307,22,75,0,10320
27_04_2021 07h34min47seg,1675,-1,5800,637,0,600,400,0,0,5150,0,727,0,0,0,10200
27_04_2021 07h35min23seg,1676,-1,3559,1012,1760,950,1225,50,0,3960,324,0,0,1175,0,11740
27_04_2021 07h35min46seg,1677,-1,4695,499,7,600,400,0,0,4045,0,699,0,0,0,8000
27_04_2021 07h36min10seg,1678,-1,4740,508,1,600,400,0,0,4090,0,699,0,0,0,8140
27_04_2021 07h36min42seg,1679,-1,4624,632,1277,600,775,0,0,4315,84,0,0,375,0,10700
27_04_2021 07h37min13seg,1680,-1,6654,580,66,750,475,0,0,5885,244,503,44,225,0,10200
27_04_2021 07h37min44seg,1681,-1,5341,565,147,750,475,0,0,4860,256,0,0,225,0,10220
27_04_2021 07h38min08seg,1682,-1,4670,497,12,600,400,0,0,4020,0,643,0,0,0,7980
27_04_2021 07h39min01seg,1683,-1,2250,1642,6863,1850,1150,575,0,3600,0,0,0,2000,0,16840
27_04_2021 07h39min30seg,1684,-1,4570,466,821,750,700,0,0,4570,0,0,0,700,0,8880
27_04_2021 07h40min01seg,1685,-1,4045,1752,1940,850,950,0,0,3945,0,0,0,800,0,9600
27_04_2021 07h40min27seg,1686,-1,5345,454,16,750,400,0,0,4695,0,923,0,150,0,8100
27_04_2021 07h40min52seg,1687,-1,5515,448,12,750,400,0,0,4865,0,839,0,150,0,8000
27_04_2021 07h41min16seg,1688,-1,4940,466,2,750,400,0,0,4290,0,867,0,150,0,8280
27_04_2021 07h41min52seg,1689,-1,5465,1138,1737,750,950,0,0,5615,0,0,0,700,0,11460
27_04_2021 07h42min27seg,1690,-1,4356,1566,1665,600,1125,0,0,4355,76,0,0,725,0,11540
27_04_2021 07h42min54seg,1691,-1,4279,468,583,700,775,0,0,3780,224,0,0,475,0,8780
27_04_2021 07h43min20seg,1692,-1,5151,508,150,650,475,0,0,4280,296,139,0,125,0,8620
27_04_2021 07h43min50seg,1693,-1,5838,581,112,750,475,0,0,5175,88,307,22,225,0,10260
27_04_2021 07h44min16seg,1694,-1,4270,498,431,600,700,0,0,3920,0,0,0,300,0,8500
27_04_2021 07h44min42seg,1695,-1,4715,505,6,600,400,0,0,4065,0,671,0,0,0,8100
27_04_2021 07h45min03seg,1696,-1,4295,453,3,600,400,0,0,3645,0,727,0,0,0,7260
27_04_2021 07h45min29seg,1697,-1,5595,461,4,750,400,0,0,4945,0,811,0,150,0,8200
27_04_2021 07h45min54seg,1698,-1,5420,460,11,750,400,0,0,4770,0,839,0,150,0,8200
27_04_2021 07h46min18seg,1699,-1,4865,525,4,600,400,0,0,4265,0,643,0,0,0,8420
27_04_2021 07h46min52seg,1700,-1,6253,601,532,750,775,0,0,5970,208,0,0,675,0,11000
27_04_2021 07h47min22seg,1701,-1,5895,647,12,600,400,0,0,5245,0,671,0,0,0,10380
27_04_2021 07h47min58seg,1702,-1,4549,1122,1148,600,1225,0,0,4720,4,0,0,825,0,11500
27_04_2021 07h48min47seg,1703,-1,6805,910,189,600,700,0,0,7155,0,0,0,450,0,14920
27_04_2021 07h49min18seg,1704,-1,5920,650,12,600,400,0,0,5270,0,727,0,0,0,10420
27_04_2021 07h49min51seg,1705,-1,3055,787,1645,600,1150,0,0,3455,0,0,0,750,0,10060
27_04_2021 07h50min20seg,1706,-1,5950,654,3,600,400,0,0,5300,0,671,0,0,0,10480
27_04_2021 07h50min46seg,1707,-1,4115,513,491,600,600,0,0,3915,0,0,0,350,0,8640
27_04_2021 07h51min14seg,1708,-1,3974,499,883,600,675,0,0,3655,44,0,0,375,0,8680
27_04_2021 07h51min38seg,1709,-1,4578,499,143,600,475,0,0,3675,328,55,0,75,0,8200
27_04_2021 07h52min08seg,1710,-1,6465,575,3,750,400,0,0,5815,0,895,0,150,0,10020
27_04_2021 07h52min35seg,1711,-1,4835,464,336,750,500,0,0,4935,0,0,0,750,0,8700
27_04_2021 07h53min07seg,1712,-1,5357,615,474,650,675,0,0,4870,112,0,0,325,0,10580
27_04_2021 07h53min41seg,1713,-1,4239,549,1811,800,925,0,0,4230,484,0,0,1025,0,10300
27_04_2021 07h54min30seg,1714,-1,7435,773,420,1000,700,0,0,7385,0,27,0,700,0,14840
27_04_2021 07h54min55seg,1715,-1,5530,462,17,750,400,0,0,4880,0,811,0,150,0,8240
27_04_2021 07h55min26seg,1716,-1,7220,610,1,750,400,0,0,6570,0,895,0,150,0,10580
27_04_2021 07h55min53seg,1717,-1,3987,496,813,600,775,0,0,3600,112,0,0,375,0,8640
27_04_2021 07h56min25seg,1718,-1,5777,662,162,600,475,0,0,5300,52,0,0,75,0,10940
27_04_2021 07h56min48seg,1719,-1,4810,515,9,600,400,0,0,4160,0,671,0,0,0,8260
27_04_2021 07h57min17seg,1720,-1,6245,565,10,750,400,0,0,5595,0,867,0,150,0,9880
27_04_2021 07h57min40seg,1721,-1,4680,499,9,600,400,0,0,4030,0,699,0,0,0,8000
27_04_2021 07h58min10seg,1722,-1,5878,638,92,600,475,0,0,5275,28,279,44,75,0,10620
27_04_2021 07h58min37seg,1723,-1,4125,513,497,600,700,0,0,4025,0,0,0,300,0,8860
27_04_2021 07h59min06seg,1724,-1,5521,308,876,1150,675,0,0,4670,476,0,0,825,0,8600
27_04_2021 07h59min36seg,1725,-1,5260,624,389,600,700,0,0,4910,0,0,0,300,0,10420
27_04_2021 08h00min05seg,1726,-1,5725,624,8,600,400,0,0,5075,0,699,0,0,0,10000
27_04_2021 08h00min29seg,1727,-1,4577,496,134,600,475,0,0,3970,32,111,22,75,0,8160
27_04_2021 08h00min56seg,1728,-1,3440,526,225,600,700,0,0,3940,0,0,0,750,0,9120
27_04_2021 08h01min29seg,1729,-1,4118,619,2181,900,1075,0,0,4125,368,0,0,1125,0,9940
27_04_2021 08h02min01seg,1730,-1,6541,612,87,750,475,0,0,5890,76,447,44,225,0,10740
27_04_2021 08h02min26seg,1731,-1,4776,500,143,650,475,0,0,4025,176,139,0,125,0,8560
27_04_2021 08h02min58seg,1732,-1,5195,602,427,650,775,0,0,4560,360,0,0,425,0,10500
27_04_2021 08h03min29seg,1733,-1,6915,589,0,750,400,0,0,6265,0,811,0,150,0,10240
27_04_2021 08h03min59seg,1734,-1,5940,667,1,600,400,0,0,5390,0,559,0,0,0,10680
27_04_2021 08h04min23seg,1735,-1,4740,508,6,600,400,0,0,4090,0,699,0,0,0,8140
27_04_2021 08h04min54seg,1736,-1,5823,578,142,750,475,0,0,5400,248,0,0,225,0,10400
27_04_2021 08h05min23seg,1737,-1,4627,509,110,600,475,0,0,4010,92,223,0,75,0,8340
27_04_2021 08h06min02seg,1738,-1,5906,655,92,600,475,0,0,5155,176,223,22,75,0,10640
27_04_2021 08h06min40seg,1739,-1,5850,649,89,600,475,0,0,4975,300,223,22,75,0,10540
27_04_2021 08h07min06seg,1740,-1,4825,513,12,600,400,0,0,4175,0,755,0,0,0,8240
27_04_2021 08h07min43seg,1741,-1,5145,541,676,900,700,0,0,5245,0,0,0,900,0,10800
27_04_2021 08h08min13seg,1742,-1,4665,459,727,700,700,0,0,4365,0,0,0,400,0,8500
27_04_2021 08h08min43seg,1743,-1,5668,462,173,750,475,0,0,4765,328,55,22,225,0,8420
27_04_2021 08h09min16seg,1744,-1,6950,573,8,750,400,0,0,6300,0,895,0,150,0,10000
27_04_2021 08h09min50seg,1745,-1,5750,473,117,750,475,0,0,4855,320,279,22,225,0,8540
27_04_2021 08h10min24seg,1746,-1,5444,627,125,600,475,0,0,4695,424,0,0,75,0,10380
27_04_2021 08h10min59seg,1747,-1,2950,1006,1971,600,1150,0,0,3300,0,0,0,750,0,10200
27_04_2021 08h11min30seg,1748,-1,5355,453,3,750,400,0,0,4705,0,811,0,150,0,8080
27_04_2021 08h11min56seg,1749,-1,4845,444,0,750,400,0,0,4195,0,839,0,150,0,7920
27_04_2021 08h12min57seg,1750,-1,9255,896,432,750,700,0,0,8905,0,139,0,450,0,15360
27_04_2021 08h13min25seg,1751,-1,4905,463,4,750,400,0,0,4255,0,867,0,150,0,8240
27_04_2021 08h13min53seg,1752,-1,5615,470,13,750,400,0,0,4965,0,839,0,150,0,8360
27_04_2021 08h14min18seg,1753,-1,4790,510,13,600,400,0,0,4140,0,671,0,0,0,8180
27_04_2021 08h14min44seg,1754,-1,4890,440,12,750,400,0,0,4240,0,811,0,150,0,7880
27_04_2021 08h15min11seg,1755,-1,5500,460,2,750,400,0,0,4850,0,811,0,150,0,8180
27_04_2021 08h15min41seg,1756,-1,5580,618,87,600,475,0,0,4965,40,223,22,75,0,10040
27_04_2021 08h16min08seg,1757,-1,4604,446,502,750,575,0,0,4095,84,0,0,325,0,8420
27_04_2021 08h16min40seg,1758,-1,5650,610,505,650,700,0,0,5300,0,0,0,350,0,10400
27_04_2021 08h17min14seg,1759,-1,7230,454,843,1100,700,0,0,6880,0,0,0,800,0,10360
27_04_2021 08h18min06seg,1760,-1,8744,907,24,750,475,0,0,8155,64,503,44,225,0,15400
27_04_2021 08h18min41seg,1761,-1,5594,619,93,600,475,0,0,4855,164,307,22,75,0,10080
27_04_2021 08h19min15seg,1762,-1,5135,471,1110,1050,700,0,0,5085,0,0,0,750,0,10720
27_04_2021 08h20min20seg,1763,-1,6390,2325,2824,700,1150,0,0,7190,0,0,0,850,0,17480
27_04_2021 08h21min09seg,1764,-1,8240,938,2,600,400,0,0,7590,0,671,0,0,0,15020
27_04_2021 08h21min40seg,1765,-1,5305,621,270,600,700,0,0,4955,0,0,0,300,0,10340
27_04_2021 08h22min31seg,1766,-1,8020,847,530,750,700,0,0,7970,0,0,0,550,0,14680
27_04_2021 08h23min05seg,1767,-1,3034,1042,1982,775,1150,0,0,3285,224,0,0,1025,50,10380
27_04_2021 08h23min38seg,1768,-1,6781,597,114,750,475,0,0,6170,36,279,22,225,0,10520
27_04_2021 08h24min07seg,1769,-1,5880,645,9,600,400,0,0,5230,0,699,0,0,0,10340
27_04_2021 08h24min34seg,1770,-1,4552,494,132,600,475,0,0,3825,152,139,22,75,0,8120
27_04_2021 08h25min06seg,1771,-1,6825,608,15,750,400,0,0,6175,0,755,0,150,0,10560
27_04_2021 08h25min58seg,1772,-1,9548,886,27,750,475,0,0,8485,488,559,44,225,0,15060
27_04_2021 08h26min22seg,1773,-1,4660,498,3,600,400,0,0,4010,0,671,0,0,0,7980
27_04_2021 08h26min47seg,1774,-1,4790,512,2,600,400,0,0,4140,0,671,0,0,0,8200
27_04_2021 08h27min14seg,1775,-1,3760,464,684,600,775,0,0,3445,240,0,0,375,0,8560
27_04_2021 08h27min44seg,1776,-1,5735,576,12,750,400,0,0,5235,0,699,0,150,0,10320
27_04_2021 08h28min08seg,1777,-1,4915,473,4,650,400,0,0,4265,0,755,0,50,0,7860
27_04_2021 08h28min38seg,1778,-1,2955,505,771,600,700,0,0,3755,0,0,0,1050,0,9440
27_04_2021 08h29min29seg,1779,-1,8690,909,14,750,400,0,0,8140,0,615,0,150,0,15500
27_04_2021 08h30min04seg,1780,-1,5940,574,688,750,700,0,0,5690,0,0,0,450,0,10520
27_04_2021 08h30min38seg,1781,-1,5299,534,1057,850,775,0,0,5270,104,0,0,625,0,10640
27_04_2021 08h31min04seg,1782,-1,4761,495,140,650,475,0,0,4030,156,167,0,125,0,8500
27_04_2021 08h31min31seg,1783,-1,4185,491,479,600,700,0,0,3835,0,0,0,300,0,8360
27_04_2021 08h32min08seg,1784,-1,4410,1960,4040,900,1150,0,0,4710,0,0,0,1050,0,11320
27_04_2021 08h33min09seg,1785,-1,1174,1779,9154,2200,1375,825,0,3155,44,0,0,2575,0,17920
27_04_2021 08h33min36seg,1786,-1,5124,461,151,750,475,0,0,4225,324,167,22,225,0,8400
27_04_2021 08h34min04seg,1787,-1,4291,509,331,600,575,0,0,3780,336,0,0,275,0,8760
27_04_2021 08h34min31seg,1788,-1,4577,504,227,600,475,0,0,3770,332,0,0,75,0,8500
27_04_2021 08h35min01seg,1789,-1,5845,639,9,650,400,0,0,5295,0,615,0,50,0,10520
27_04_2021 08h35min34seg,1790,-1,5665,604,406,700,700,0,0,5515,0,0,0,400,0,10660
27_04_2021 08h36min05seg,1791,-1,5775,605,290,650,600,0,0,5325,0,0,0,250,0,10220
27_04_2021 08h36min31seg,1792,-1,4983,461,189,750,475,0,0,4280,128,83,0,225,0,8440
27_04_2021 08h37min00seg,1793,-1,4508,452,798,750,675,0,0,4425,108,0,0,525,0,8760
27_04_2021 08h37min31seg,1794,-1,5375,576,353,750,700,0,0,5025,0,0,0,450,0,10420
27_04_2021 08h37min54seg,1795,-1,4665,495,11,600,400,0,0,4015,0,699,0,0,0,7940
27_04_2021 08h38min23seg,1796,-1,4463,454,718,750,775,0,0,4390,148,0,0,725,0,9000
27_04_2021 08h38min51seg,1797,-1,4655,347,701,1050,600,0,0,4305,0,0,0,750,0,8600
27_04_2021 08h39min25seg,1798,-1,3150,1958,2775,600,1050,0,0,3400,0,0,0,650,0,11100
27_04_2021 08h39min59seg,1799,-1,6040,572,720,750,700,0,0,5740,0,0,0,450,0,10380
27_04_2021 08h40min24seg,1800,-1,4780,518,86,600,400,0,0,4205,0,307,0,75,0,8460
27_04_2021 08h40min57seg,1801,-1,5426,612,450,650,675,0,0,4515,636,0,0,325,0,10540
27_04_2021 08h41min52seg,1802,-1,6263,1201,497,600,925,0,0,6690,648,0,0,1125,0,15880
27_04_2021 08h42min22seg,1803,-1,5780,632,0,600,400,0,0,5130,0,699,0,0,0,10120
27_04_2021 08h42min47seg,1804,-1,4470,489,111,600,500,0,0,3920,0,307,0,100,0,8020
27_04_2021 08h43min26seg,1805,-1,3541,2231,573,700,1200,0,0,4655,436,0,0,1625,25,12200
27_04_2021 08h43min53seg,1806,-1,5504,462,182,750,475,0,0,4865,64,55,0,225,0,8440
27_04_2021 08h44min18seg,1807,-1,4709,512,102,600,475,0,0,3830,304,195,22,75,0,8360
27_04_2021 08h44min48seg,1808,-1,3088,510,425,600,675,0,0,3995,68,0,0,1225,0,9120
27_04_2021 08h45min20seg,1809,-1,6900,605,0,750,400,0,0,6250,0,727,0,150,0,10500
27_04_2021 08h45min52seg,1810,-1,5395,630,259,600,700,0,0,5045,0,0,0,300,0,10460
27_04_2021 08h46min28seg,1811,-1,4025,907,1533,650,1225,0,0,4590,60,0,0,1025,0,11900
27_04_2021 08h46min56seg,1812,-1,3670,519,700,600,700,0,0,3970,0,0,0,700,0,9020
27_04_2021 08h47min26seg,1813,-1,5895,648,9,600,400,0,0,5245,0,671,0,0,0,10380
27_04_2021 08h47min53seg,1814,-1,4341,511,503,600,775,0,0,3930,136,0,0,375,0,8880
27_04_2021 08h48min17seg,1815,-1,4670,496,8,600,400,0,0,4020,0,727,0,0,0,7960
27_04_2021 08h48min51seg,1816,-1,4896,635,196,700,775,0,0,5095,276,0,0,625,0,11320
27_04_2021 08h49min18seg,1817,-1,3865,505,504,600,700,0,0,3965,0,0,0,600,0,8740
27_04_2021 08h49min51seg,1818,-1,5080,618,633,600,700,0,0,4730,0,0,0,300,0,10320
27_04_2021 08h50min15seg,1819,-1,4660,498,2,600,400,0,0,4010,0,671,0,0,0,7980
27_04_2021 08h50min42seg,1820,-1,4480,522,388,600,700,0,0,4130,0,0,0,300,0,8880
27_04_2021 08h51min09seg,1821,-1,3924,506,578,600,775,0,0,3895,104,0,0,475,0,8960
27_04_2021 08h51min34seg,1822,-1,4805,512,2,600,400,0,0,4155,0,671,0,0,0,8200
27_04_2021 08h52min28seg,1823,-1,9095,755,802,1100,700,0,0,8745,0,111,0,800,0,15020
27_04_2021 08h52min57seg,1824,-1,3675,487,637,650,700,0,0,4225,0,0,0,950,0,8840
27_04_2021 08h53min40seg,1825,-1,3222,1388,4827,1400,1200,275,0,3810,212,0,0,1575,25,13060
27_04_2021 08h54min05seg,1826,-1,4855,521,14,600,400,0,0,4205,0,727,0,0,0,8360
27_04_2021 08h54min38seg,1827,-1,2952,858,1554,600,1225,0,0,3115,212,0,0,825,0,9860
27_04_2021 08h55min12seg,1828,-1,4395,656,763,600,700,0,0,4845,0,0,0,750,0,11080
27_04_2021 08h55min45seg,1829,-1,5365,655,555,600,700,0,0,5015,0,0,0,300,0,10820
27_04_2021 08h56min13seg,1830,-1,4222,503,621,600,775,0,0,3695,252,0,0,375,0,8820
27_04_2021 08h56min39seg,1831,-1,4738,515,133,600,475,0,0,3955,208,167,22,75,0,8460
27_04_2021 08h57min03seg,1832,-1,4745,507,4,600,400,0,0,4095,0,727,0,0,0,8120
27_04_2021 08h57min32seg,1833,-1,5470,632,7,600,400,0,0,5070,0,531,0,0,0,10140
27_04_2021 08h57min58seg,1834,-1,4880,437,13,850,400,0,0,4430,0,643,0,250,0,8380
27_04_2021 08h58min56seg,1835,-1,9868,794,508,1150,775,0,0,8925,768,0,0,925,0,16060
27_04_2021 08h59min47seg,1836,-1,8277,963,19,600,475,0,0,7460,292,531,67,75,0,15460
27_04_2021 09h00min20seg,1837,-1,6825,604,1,750,400,0,0,6175,0,783,0,150,0,10480
27_04_2021 09h01min09seg,1838,-1,8400,919,7,650,400,0,0,7850,0,727,0,50,0,15000
27_04_2021 09h01min35seg,1839,-1,4710,516,10,600,400,0,0,4160,0,615,0,0,0,8300
27_04_2021 09h02min00seg,1840,-1,5200,505,15,650,400,0,0,4550,0,727,0,50,0,8380
27_04_2021 09h02min25seg,1841,-1,4645,505,93,600,400,0,0,4070,0,251,0,75,0,8240
27_04_2021 09h02min58seg,1842,-1,6071,597,423,700,775,0,0,5360,436,0,0,475,0,10640
27_04_2021 09h03min30seg,1843,-1,6015,596,4,750,400,0,0,5565,0,671,0,150,0,10360
27_04_2021 09h03min55seg,1844,-1,4689,513,142,600,475,0,0,4090,24,83,0,75,0,8420
27_04_2021 09h04min22seg,1845,-1,5525,472,0,750,400,0,0,4875,0,839,0,150,0,8380
27_04_2021 09h04min46seg,1846,-1,4740,508,12,600,400,0,0,4090,0,671,0,0,0,8160
27_04_2021 09h05min20seg,1847,-1,6333,594,317,750,675,0,0,5620,388,0,0,425,0,10720
27_04_2021 09h05min45seg,1848,-1,5200,438,11,750,400,0,0,4550,0,811,0,150,0,7840
27_04_2021 09h06min43seg,1849,-1,7675,1163,1600,1350,1150,150,0,8275,0,0,0,1500,0,16180
27_04_2021 09h07min18seg,1850,-1,5200,664,428,600,700,0,0,5200,0,0,0,400,0,11100
27_04_2021 09h07min51seg,1851,-1,5355,662,712,600,700,0,0,5005,0,0,0,300,0,10960
27_04_2021 09h08min14seg,1852,-1,4565,500,3,600,400,0,0,4015,0,531,0,0,0,8020
27_04_2021 09h08min43seg,1853,-1,4358,445,775,800,775,0,0,4075,8,0,0,575,0,8980
27_04_2021 09h09min09seg,1854,-1,3745,486,353,600,600,0,0,3895,0,0,0,600,0,8420
27_04_2021 09h09min37seg,1855,-1,4135,507,682,600,700,0,0,3785,0,0,0,300,0,8660
27_04_2021 09h10min02seg,1856,-1,4905,441,15,750,400,0,0,4255,0,755,0,150,0,7900
27_04_2021 09h10min27seg,1857,-1,4785,498,6,650,400,0,0,4235,0,615,0,50,0,8460
27_04_2021 09h10min51seg,1858,-1,4670,497,5,600,400,0,0,4020,0,727,0,0,0,7960
27_04_2021 09h11min25seg,1859,-1,5585,730,820,1050,800,0,0,5435,300,0,0,825,25,10780
